内容,时间戳
纸盒,2180.20700
我去，北极熊,253.87700
啊？,5.81900
录到最后北极熊满载而归,578.25700
盲猜最后水不够！,1445.99900
我的群伤～是挂水的是挂水的～,268.25300
莱欧斯利狂热粉,253.99100
帝君,110.39900
赶紧去四川捡野生宝箱,97.77900
熊好可爱！,774.12700
行秋,873.23500
熊啊哈哈哈哈哈哈哈哈哈哈哈哈,255.97700
王哥的小零食我吃,792.95200
来看熊！！！！,137.73200
《须弥主线》,525.69900
妈妈瘦了,185.27300
憨憨王哥没烦恼,163.71500
这个才是彩蛋（doge）,2064.75500
我是钟离的狗,106.83300
帝君大人,106.83300
这个音乐……,2342.63700
启动！,194.74700
《元素事业》,1740.58000
她好可爱,387.77900
这个节目的造型可以的，boy好帅,165.69900
给我10原石帮你解决,511.15900
boy这次这套也好好看！,153.61900
尬住了,2060.99300
哈哈哈哈，好好笑,2049.99300
头顶有蓝色任务感叹号,839.74200
有人吗？,1240.83800
这二创能笑死我吗？,1823.61200
熊熊可爱捏,1074.99400
我老家！！,71.69700
让我想到了，原来你也玩,1783.89200
这个进度条……,1582.01200
受不了了，我的心在蠢蠢欲动。原神！！启动！！！,2437.79500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2353.55300
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2346.24800
魂魂的腿prprprprprprprpr,891.86300
赛诺:“这是月莲，这是劫波莲，这是嘟嘟莲，这是嘟嘟可怜。超有趣的。”,2269.06300
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2266.22700
没有原来嘛,1923.92700
笑死我了哈哈哈哈哈哈哈哈,1682.44100
锅巴，喷火！,2214.14200
锅巴，喷火！,2112.61500
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2058.85900
原来你也玩原神！,2044.63700
回应这里绿字：离心力并不是客观存在的力哦,891.75800
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1954.35600
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1921.60500
使用元素视野,1884.28500
原来你也玩原神！,1817.97900
哈哈哈哈哈哈哈哈哈哈哈哈尬死了,1814.92600
哈哈哈哈，BGMx2,1808.88700
好熟悉的四川话,407.23300
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1805.40200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1801.06500
原来你也玩原神！,1798.59600
？？？？是他？？？？？？？,262.41900
原来你也,9.66100
哈哈哈哈哈哈哈哈哈哈哈哈哈，你是会搞的。,1719.37900
哈哈哈哈哈，可爱的五郎。,1704.15100
你也玩原神,1920.72000
锅巴，坏！,1959.63500
妈妈妈妈妈妈妈妈妈妈妈妈妈妈,1484.74500
刚刚说5个字我就在想是你也玩原神,1945.63500
哈哈哈哈哈哈哈哈,1480.26500
摆一的位置刚好是帝君坐过的位置诶,730.87300
水龙水龙，别哭啦~,1434.74300
月月身体也不好，搞不来这种，且社恐,1202.19600
月月是摘不下她的口罩的,1094.50500
弹幕呢？,50.40900
甚至老爷子（,109.01300
圣心医院,836.28600
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1094.84500
不愧是我莴苣妈妈啊！,1084.51400
承包空屏,1061.19000
莴苣妈妈,1017.74100
池早去过三花剧团，演〈人间好〉,2386.81400
连个原石都没有，差评,2361.23200
锅巴也是圆,1996.74700
这也太诱惑了,253.31600
惊现神奇猫猫头,1857.77600
wu～,1861.88600
实锤了,1845.58600
巜浓度高》,1824.42600
一语点醒梦中人,1802.30600
莴苣：专业对口,378.75800
原来你也玩原神,1781.80300
太棒了，又等到了！,134.02600
不愧是你，熊,1680.08800
兄弟们，我X丸表演一次过好吧,1212.50300
原神，启动！,6.13900
当代旅行者森林书现状。,1573.16000
钟离先生我是你的狗啊钟离先生！！！,106.90600
花神诞祭,526.07900
这么冷的天，你离我那么远～,906.56100
我是第25个！,2425.50300
芙芙,1267.81000
万丈龙我？,1215.66000
我曹，原！,2013.71700
NB！,1088.85900
不会是锅巴吧,2078.80400
原神启动,31.89100
摸鱼是吧,1702.47200
三花豆奶,2381.65900
纳西妲，放我出去,555.66800
注意这个锅巴哦,1985.14900
熊！没想到熊这么可爱哈哈哈,231.01700
月月还有点社恐来着,1195.49600
哈哈哈,263.48600
肝疼的小曲,1290.33500
真*记忆力不好,1179.01200
原神启动！！！！,23.13700
这个太搞了,2361.08500
哈哈哈哈哈哈哈嘎嘣脆,1250.66500
哈哈哈,264.78900
啊？,1121.52400
哈哈哈哈哈哈哈感觉水都没了,1444.95300
我王哥刚安的四肢可能做不了这精细活哈哈哈哈哈哈哈,1070.27000
6.。。。。,2057.72400
这不是稻妻那个方碑解密吗,644.67200
不愧是莴苣妈妈！,1170.29200
启动后备隐藏能源！,1376.67900
印？五！,1889.37500
瓜子回收了啦，之前前面有字,698.04900
钟离！,108.93900
这么难，居然是一个精致的宝箱非常符合须弥,727.71000
熊是不是瘦了,290.73900
熊好i人,495.92900
什么花神诞祭,439.18800
哈哈哈哈入乡随俗的口音,407.95400
熊的歌太社死了哈哈哈哈,270.96300
钟离喝完了,420.71000
《这太诱惑了》（bushi）,1698.46400
哈哈哈哈哈哈,165.33000
好漂亮啊,142.88900
根据答案找题hhh,1836.94200
这期感觉制作很好,57.83400
王哥你有思路喵？！,683.56700
莴苣上号了,572.33200
莴苣开始秀了,560.71200
?萍儿~,39.28800
尬的要死救命,332.43600
也……原来你也玩原神？,1771.21000
天动万象,1658.53900
突然想起远在他乡的和璞鸢的诋毁组,1855.67700
豹哥！！！！,330.03000
我竟下意识的点了一下追踪,936.75300
好熟悉的即视感,511.25200
找做梦的人,626.22900
zja,624.39300
（）（）！（）！,1846.03100
这是上回的老师吗,322.31000
哈哈哈哈哈哈哈哈哈,1802.59600
原来你也,1780.36700
哈哈哈哈哈哈,2349.17100
哈哈哈哈哈哈哈哈哈,1810.15600
明知有诈，为何不避,2429.64900
戴九履一,504.72300
真有点好看,2418.83000
稀世珍宝，招牌瓜子,622.09400
来蒙德吧,1224.72300
莴苣：来活了家人们,648.96700
难道他真的是天才！,1470.63300
我操，这么多人来看，来玩原神的集合一下,214.25900
知识小科普：陆羽被誉为茶圣，代表作巜茶经》,381.14700
为什么他们穿的是短袖，我们这边却穿的是长袖呢,198.24300
两种食物一共十模啦,1735.17100
钟离！,119.57000
我们的钟离老爷子在桂林版本已经出现过一次了，现在四川版本又出现了，所以这么说他们到每一个地方钟离老爷子就会出现一次，是不是到了最后一站，钟离老爷子直接出来对话了,111.49100
注意管理学已经发动你可有福了,286.33100
《皇帝的新茶》,423.33900
嘟嘟可,338.06700
大家好啊现在还这么多人,12.36900
非常好，全刷到过,261.06700
勇闯无人区,95.17700
【莱欧25个648】,262.91300
陶典啥时候来,193.48100
爱听书的钟离老爷,109.46100
熊！,246.81800
开始立flag了,983.82700
哈哈哈哈,1292.81100
花神诞祭的剧情,564.14800
《开端》,2219.91400
原神，启动,2428.62700
你也玩原神,1925.82300
又成爷的事了,920.66700
三十原石！p,947.15900
院审，启动,828.29900
空瓶是我的辣！,341.63400
好搞哦,2358.56100
211,4.79400
胡萝卜勇者和咸，卷心菜勇者 哈哈哈,802.45100
啊啊啊啊啊我的家乡！！！！！,89.32000
芙門！,1257.71000
不愧是你啊熊（）,1682.81400
小dog院长,813.69600
先生！！,109.24100
原来,1789.44500
冒险团(盗宝团),787.17600
我以为功夫茶是两广的。。,846.99700
老登,110.44100
真实,1613.58100
进度条危险,2263.05800
云贵川地区的人DNA动了,12.79900
钟老爷子呢,216.61900
向着星辰和深渊～,290.09900
原来你也玩原神,1787.32500
三花淡奶?,2382.97800
老板娘？？,332.01100
在大量的梗里面发现了少量的综艺,1945.85200
马哈游：做的很好,120.95900
精制宝箱，5个原石吧,970.35900
钟离啊啊啊啊啊啊啊,109.66700
很喜欢四川人的一句话:啊？,5.45800
中国boy,157.13900
第一排816 第二排357 第三排 492,692.65100
终于来四川了啊啊啊啊,12.13900
816,692.27400
这梗意想不到,2433.09600
帝君！！！,98.34700
原来你也玩原神,1773.98100
老铁你们别急啊人家又不知道，在外面怎么看到里面的纸巾盒,2209.55500
莴苣妈妈好强！,1468.64200
把自己桌的五杯先放别的桌喝上茶再说doge,543.07500
从第1季一直看到现在笑死,1285.48100
我要是不推进剧情，我把瓜子攒一攒，我是不是可以去搞瓜子批发了？,606.90700
",",618.68500
该怎么结束循环,610.19500
请问这任务有原石吗,606.77900
不愧是莴苣妈妈,1465.19300
666666,305.41600
这BGM真的够了哈哈哈哈哈哈哈哈,2344.06200
北极熊！！！！,236.81900
把曾小龙请过来了？,839.34200
北极熊厉害了,1895.99000
！曾小龙？,839.34200
自由魂好聪明,1169.59800
起初，只是在路边救了一个女孩然后……林中奇遇.维摩庄的孩子林中奇遇.远足林中奇遇.迷失的孩子梦中的苗圃.兰那罗的世界梦中的苗圃.森林的孩子们愿为一炊之梦.料理是自然的风味愿为一炊之梦.,399.49800
哈哈哈哈哈哈哈哈,1722.32700
不愧是你,1681.17500
果然是五个锅巴嘛哈哈哈,2060.34200
我就是那个原,1996.77800
我好像已经知道是什么了…,1781.59700
不愧是师徒,1713.15200
哈哈哈哈哈哈哈,1481.77300
好厉害,1468.63100
好帅,1460.65300
npc是这样的,1627.87000
这个BGM真的够了啊哈哈哈,1855.10200
原来你也....,1784.25100
全靠莴苣妈妈哈哈哈哈哈,1528.89900
救命这BGM好搞啊哈哈哈哈哈,1809.98200
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1801.50200
哈哈哈哈哈哈哈,1260.26900
熊：我偷偷吃点应该没关系吧,1687.10200
熊要笑死我哈哈哈哈哈哈,1680.26200
熊真的很喜欢斧子哈哈哈，恋恋不忘,1626.54200
可靠的莴苣妈妈,1090.87500
好好好,261.00800
原神，启动,2427.45200
人莴苣妈妈可是高材生（自豪）（bushi）,1515.14200
绷不住了,262.92600
院神，启动,820.33000
原来你也玩原神,1765.57200
陷入循环了,551.33500
哈哈哈哈哈哈哈哈笑瘋了,2348.95600
fufufufu,232.58300
lvlvlvlvlvlv,207.14400
哈哈哈哈哈哈哈哈,259.66600
北极熊,232.78600
北极熊！,255.70000
可莉！,1820.90400
1000+！,82.04400
启动の小曲,2429.26200
神特么金光,1674.86400
这个片头我感觉本人看到会社死的  哈哈哈,130.79100
wocao 原,1856.30400
花神诞祭,531.18700
哈哈哈哈哈哈哈哈哈哈哈哈,1798.96100
原来你也玩原神,1801.07500
莴苣妈妈,160.46800
锅巴？,2082.48600
堂主：谁见到我家客卿,112.42500
5原石,379.53900
好耶,332.85600
这歌一响我就忍不住笑哈哈哈哈,2341.97700
莫名惊悚,533.30600
千朵玫瑰带来的黎明,556.26100
原来你也！,1796.11600
o.。尊嘟假嘟,923.42400
摩拉！,1579.28100
熊！,233.48900
熊！,253.67200
洒水车出动,1417.48200
师傅真幽默哈哈哈哈哈,1354.75800
真就璃月港田铁嘴既视感,108.16700
印有五个，原宝，你不是其中之一,2140.68200
熊是一直很会pua自己的,1714.99700
2000+,86.87900
哈哈哈，学会了米哈游的搞笑方式,2348.66900
??,2324.80500
我洋葱骑士呢,817.66000
如果把桌子上的茶杯移走，范二爷是不是就会留下五杯茶？,628.53600
马萨卡？？,2429.02000
摆龙门阵,108.15700
新食材：土豆,766.01300
不尬我不看,761.82100
虽然但是有点心疼NPC，好累啊一遍又一遍重复（doge）,625.55800
不行，我尬得抠jio（）,2319.64100
我的老家！！！,94.06200
总得喝一杯,942.68600
《好》,802.25900
熊！！！,261.33900
家人们这里是璃月x,1589.10000
卧槽,1852.60600
摔不出的原因：离心力,887.48400
四川人：“啊？”,6.95600
原来你也玩原神,1766.84600
來看北極熊哈哈哈哈哈哈,138.13200
不愧是你,1689.60000
2019年8月24？,2363.59600
五锅巴,2077.19400
北极熊好可爱吸溜吸溜吸溜（bushi）,228.96300
陈锦茶铺,1641.48600
啊？,1068.77900
向着星辰与深渊，欢迎来到冒险家协会,318.59500
这个音乐，肯定启动，秒了！,2429.21000
《耶》,1232.03800
那我走？,308.15800
触发委托,914.84900
WC在黄龙,86.54900
藏宝图碎片,827.52800
黄龙五彩池,39.61500
哇 好多人啊,100.08700
WC，四川家乡话！！！,11.32700
笑死了，这一期浓度低，不能观看,1826.15600
三花淡奶,2381.78000
原来你也玩原神，秒了！,1778.18800
尬住了,2053.83300
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊北极熊啊啊啊啊,263.09100
BGM正确,2345.47000
我要玩院神！,815.90500
摩拉纯金吗,766.44800
摩拉练金吗,761.95900
那他天？,2020.24400
你是谁把34圈真君还给我,1804.00900
就是纸巾盒了,2181.31000
笑死我了熊,1677.84500
这里有摄像头，肯定在这（狗头）,1990.02200
院审，启动,825.14500
好尬,1815.51100
莴苣nb！,1528.06200
那就是“你也玩原神”哈哈哈哈,1909.03000
哈哈哈哈哈哈哈,1817.92000
6,1799.59500
原来你也玩（）,1781.07800
拼多多即视感,1768.35500
为了纸条，找纸条开启宝箱,1765.39500
阿钟老头子,114.96400
我靠，还能看见老爷子,112.22600
这策划跟15有仇吧,1627.23100
花神祭典,550.36600
都有谁来着,80.23100
天衣无份,1532.02700
五八三十五,1669.57100
哦哦哦是豆包的bgm！,719.10200
你也玩原神~,1930.21200
哈哈哈哈,370.26700
花神诞日,609.28700
记忆载入99百％,2431.57200
芙芙卡瓦,1265.51200
这个bgm一出来真的绷不住啊,2346.40200
元素视野,1743.12200
赛诺上大号说话,2270.47500
我还以为看凳子呢哈哈,640.96800
鹅鹅鹅你好,231.86900
锅巴笑死了哈哈哈哈哈哈,809.80800
真是五个锅巴？,2064.49800
钟老爷子尘世闲游来了,102.08000
纳尼？,2065.39100
啊啊啊啊啊啊啊感觉好尬啊如果没有剪辑的话,2045.91600
懂了，下一个璃月自机角色,880.27500
hhhhhhhhh,1680.37900
不知道为啥有点尴尬哈哈哈哈哈哈哈哈哈哈,1221.54800
音乐不对,2429.90200
莫名想到曾小贤,905.10300
哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑拥了,1798.79900
突如其来的梗,2433.17100
原来你也玩……,1783.47900
woc原,1845.92100
院审，启动,819.22300
元素视野,1742.93900
PUA,783.54300
我们是冠军，我们总是冠军，我们还是冠军,2356.41100
这摩拉不如打一个史莱姆,762.86300
这个BGM怎么能这么搞笑,2351.32700
滚啊,588.99500
滚现在看见这个剧情就能想到须弥那个恶心我的循环,549.55500
原神 启动,11.91900
钟离先生！！！！,111.66400
省流：第一次看综艺,20.78600
这个锅巴哈哈哈哈哈哈,136.16100
原来你也。。。,1782.29800
北极熊:******,574.44000
为何不避？,2430.99100
嘉宾五人大战正机之神,553.80000
任务没有触发,540.81400
没有正确接受任务,537.95400
好好好，花神诞祭,531.32000
你也玩原神，不好吗,1919.46100
帮帮我，史瓦罗先生,505.14500
身体要打结了哈哈哈哈哈,1271.57900
支线任务，,496.99400
北极熊好可爱怎么回事,872.96600
6,2163.67200
boyboy别哭了,1285.23100
当你的愿望足够强烈，就会在头上凝聚出感叹号,390.22600
hhhhh,1444.50900
搜证魂,2239.52900
原来你也玩原神！！！,1782.42700
十个原石模型(狗头,340.70000
水龙水龙别哭了,1447.40000
哈哈哈哈哈洒水车,1396.03800
哈哈哈哈哈哈哈哈哈,2351.98500
动作接黎（幻听）,967.65900
欢迎来到水的国度。,1407.75800
毛线团,98.01400
原来你也,1767.83100
把线索吃了,1717.55300
哈哈哈,1437.45900
原来你也？,1784.19000
哈哈哈哈哈哈哈哈哈哈哈哈,2347.21500
我有芙芙，你们都没有。,1263.27800
感觉尬尬的,2325.65500
想笑哈哈哈哈哈,800.33900
原来你也玩原神,1788.39500
[前方高能前方高能前方高能前方高能前方高能],1984.04100
好多人啊,67.89900
我就说怎么这么耳熟,2382.35000
哈哈哈哈,1434.35900
爷：这个我熟,1619.41200
运用自如BGM,2381.03000
钟离！！！,117.20200
我老家好耶,87.23900
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1916.03100
先一起学，谁会得最熟练就最后一个不行吗？,1016.25900
+,1791.15500
啊,606.30100
哈哈哈哈哈哈哈哈,1267.71900
钟离！！！！！,106.92100
鱼烤焦了,1356.51700
对不起我看错嘟嘟通讯录了，我面壁,340.72400
头好痒要长脑子了,467.15900
熊的卧槽,1408.91800
超级飞侠，使命必达！,928.27800
喜欢吃道具,1707.71100
着穿帮不了？地上一堆瓜子,593.90700
真不错,2421.49900
为了进程应该会最后位置告诉嘉宾吧,2281.88200
哈哈哈哈哈哈哈,807.78500
58同城,1672.47200
好好好上来就须弥花神诞祭,540.90400
对不起看到头上那个感叹号DNA动了,393.01800
集体活动认真点，别搞节目效果抢戏,1143.01400
原来你也。。。玩。。,1785.56900
你也玩原神,1787.52200
精致宝箱不是五个吗，普通宝箱两个,391.48300
谜语人滚出蓝星,496.08200
解迷？,471.87100
哈哈,1267.35800
哈哈哈哈哈,800.65600
通信魂儿,806.72200
熊！！！,247.19400
啊啊啊天哪双厨炸了！博爱和原宝,74.34200
圆梦毛线团,11.46500
好好好，说书人是吧,83.73100
原来你也,18.55600
啊？双厨炸了,12.69800
表现力好差,602.45600
注意嘟嘟通讯仪!后面考,1488.49000
好看好看,2420.07500
让你们把5茶杯放到别桌去，他还会来补充,545.50500
受不了了哈哈哈哈哈哈哈,2436.87300
第一排816第二排357第三排492,708.88500
帝君,109.49900
816,708.88500
花神诞祭？,483.10700
三花聚顶神功！,2386.13400
影月月口罩都不摘怎么来,1197.71600
使命必达！,22.37600
哈哈,373.53500
大校毒奶名不虚传,1537.34600
哈哈哈哈哈熊,264.15200
啊咧咧，稻妻解密须弥的剧情？,530.81900
自由魂儿的3次方,233.92200
9,112.14500
原来你也玩原神,1783.42100
哈哈哈哈哈哈哈哈哈哈哈,516.41900
莴苣妈妈真棒,1530.95300
空屏是我的啦,1048.53300
瓜子=迪西娅的大剑？？,633.74800
魂宝加油！！！,1413.09300
熊！,256.01900
啊啊啊啊啊啊我受不了了啊啊啊,2430.59900
笑死了哈哈哈哈哈,1337.02100
莴笋巨人！,153.15100
妈妈真棒,1169.28500
还得是妈妈,1455.46500
真的笑死,1276.14100
hhhhhhhhh,1926.50200
好好玩哈哈哈哈,1024.99700
不愧是莴苣妈妈,1089.10100
这里不是很多原吗？12345都是原,1995.87700
妈妈！！！,157.49900
须弥,539.35300
管大校：啊？,1167.89000
哈哈哈哈,1722.35100
熊你太可爱了呜呜呜,466.93300
妈妈！,1025.55600
好可爱好可爱,809.74400
原来你也…,1783.50000
院神，启动！,820.70100
数独吗,490.80500
原来你也玩原神（即答）,1780.72400
原神,211.67900
如果这都叫成功，那就没有失败了,1350.96100
哈哈哈,2.34600
莴苣妈妈启动,674.10100
好耶,94.07900
新单手剑有了,877.56000
太尴尬了,2343.90900
不愧是莴苣妈妈,676.79800
你在期待些什么？,2066.08700
我家乡！,83.09100
北极熊，我是你粉丝啊！！！！！,280.82500
字有七个，锅巴有五个,2128.32200
钟离,114.96000
北极熊！！！！,249.06600
元素视野！,1883.07200
原神启动,95.71300
原来你也玩原神,1764.44000
熊声音和人对不上啊哈哈哈,294.59100
太简单了,762.93500
怎么还有猫猫的《噢！》,1854.87200
熟悉的熊哈哈哈,259.37300
熊熊可爱捏,230.33400
钟离！,107.99500
6,2015.61500
原来你也,1787.59200
你也玩原神？,1914.53700
赛诺,2287.92700
卧槽,1849.84500
那为什么不能是“你也玩原神”呢,1912.24400
可以邀请一期cv老师来嘛,193.75200
哈哈哈哈哈哈哈哈哈哈哈,1680.55200
还得是莴苣妈妈,1530.38800
原来你也玩原神,1799.48900
北极熊回去可以种向日葵了,586.48500
熟  悉  的  小  曲,202.15300
元素视野,1762.60400
可靠的黄毛,1619.67200
笑死我了这个bgm,1854.12700
哇，不熟悉，但又好熟悉。,943.25900
熊饿了,1701.67100
一会儿是不是还有九爷？,502.73200
锅巴,152.17700
还得是莴苣妈妈出手,1665.14500
妈！！！！！！！,1470.50200
这个五郎，现画的吧草的可爱啊啊,1700.04200
夜兰大招是吧,1284.20000
水龙水龙别哭啦,1437.50200
游戏里的摩拉我看不起，现实里我高攀不起,1388.54200
不愧是84舞王,1090.23700
不愧是莴苣妈妈,1478.00600
怎么老使唤人（,1610.38700
北极熊我是你的粉丝！！！,231.76600
水龙水龙别哭了,1431.59600
横着算每张桌子要摆的杯子数量的话应该是834159673（数独）,645.61600
好，哈哈哈,216.37400
《这和游戏里不一样的》,2157.99500
芙芙：水元素爆满,1283.78400
前面的区域，以后再来探索吧！,608.69900
哈哈哈哈哈哈,1259.62400
痛失网名王瀚哲,163.67500
啊？帝君。,112.53900
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊,1223.78500
笑死我了,709.94000
卡维：多少？！,1141.46400
猩猩好帅(>﹏<),685.01700
还得是莴苣妈妈！,1087.58400
《纸嫁衣6：原神》,648.27900
脑子里已经冒出肉装菲谢尔的画面了,1803.41100
数独？？,554.47100
原来你也玩原神！！！！！,1769.58800
好尬,2361.54700
包了,2328.39100
魂宝可爱捏,1422.39100
哈喽大家好，这期视屏给大家做一下长嘴壶攻略啊,1467.98800
有1000+的人正在观看！！！,91.33900
6啊,2253.60600
院审启动,834.68900
《因为要给钱》,1379.22000
把杯子摆到剩下的桌子上？,494.01500
原来你也玩原神,2053.16100
开始了,698.73700
小吉祥草王的即视感！,564.43400
莴苣妈妈上线,666.09600
芙门永恒！！！,1267.04900
无法联机,644.33300
笑死,592.27000
花神诞季是吧,528.67900
莴苣妈妈该解密了,559.36500
3.8的音乐,1396.83800
哈哈哈,1936.21300
hhh,1928.82800
这不得喊妈妈,462.00700
wu~!,1861.59000
洛书河图？,448.34000
解密,474.16000
就是五个锅巴呗(doge,2088.10000
原神启动,68.61600
流萤当飞行嘉宾了,143.06200
不会是找五个锅巴吧！,2000.36500
莴苣妈妈永远的妈！！,1087.99600
左下角有写瓜子回收了，都没浪费，挺好的,587.99800
吃微微辣,108.70800
这不得是个华丽宝箱,2334.35900
北极熊吃了个锅巴,2209.15700
好白好亮好闪,373.87900
原神启动,33.13900
噢噢噢噢！这背景音乐放的我自己感觉燃起来了,729.24000
《瓜子均已回收 未有食物浪费》,572.08600
属于是专业对口了,678.32500
北极熊？？？,14.25700
原来你也玩原神！,1788.40900
元素视野实锤了,1748.77300
是原神的综艺就必须两个硬币，我看哪个原神玩家不投两个,61.62800
是五个锅巴吧hhh,2079.37900
不愧是熊,1717.21100
好看,336.05900
元素视野,1663.89800
真瞳显现？,1869.42800
5必须在最中间,708.37900
好有综艺效果,1047.52900
蜀面豪杰！,93.17900
没看过月月妈露脸还,193.25900
牛蛙,140.05700
不愧是莴苣妈妈,1479.35300
好好好,121.74900
花神诞祭剧情重演,533.71900
卧槽,1809.35700
这个应该是让你们拿手电筒看的吧,1766.93400
盒盒盒盒盒,2343.39400
所以原是原来的原还是原神的原呢,1851.03900
原来你也玩原神！,2312.87100
真好,41.38300
哇！不要会员,13.01000
还得是妈妈,1089.68200
我知道了要把甜品吃完才能出现打开宝箱的线索,1644.54200
npc累死了哈哈哈,605.38800
第三个黄鹤楼吧,2412.75400
原神，启动,835.40100
喽喽喽,811.12800
原来你也玩原神,1787.65000
院来你也玩原神！,815.89100
你也玩原神,1940.03300
二四为肩，六八为足,673.56100
？,2319.41000
熊好可爱啊！！！,792.45700
好尬啊,2437.41400
自由魂  儿的三次方哈哈哈哈,1020.34500
一年逛两次海澜之家,171.79500
感觉应该是 你也玩原神,1934.84500
莴苣妈妈DNF动了,566.03300
须弥主线,544.84800
启动！,2435.22200
6,2433.48600
钟离！,112.31800
哈哈,89.79000
好久不看综艺有点尬，但是挺好看的,490.43900
望舒客栈的小曲,200.81900
完了又来,2420.66700
难不成是看桌子旁的椅子数，两个椅子两杯茶？,629.72600
广告魂,1952.00100
《摩拉箱合集》,26.06200
应该是去掉原来，变成“你也玩原神”,1909.38700
莴苣妈妈要出手了！,510.26000
原来你也玩原神？？,1783.42500
原来你也（）,1780.38500
妈妈！！,154.34500
好像是灵感中国,375.30700
到最后地上得有多少瓜子啊,599.28500
不愧是你,1677.30500
覆雪之下去的话会不会找bug呢,160.96900
差一个管泽元（原）,1977.21800
再不走瓜子都要用完了,598.93000
没开,2069.69400
北极熊：我们5个太强了,1525.97900
黄龙,26.90100
莴苣妈妈!!!!!!,151.89700
摩拉没拿,1607.82100
妈呀老米快给我上链接，这太可爱了吧,359.52700
我草原,1841.43300
哈哈哈哈哈哈哈哈哈,1805.27900
哈哈哈哈哈哈哈哈哈哈哈哈,1252.76800
原来你也,1783.03800
哈哈哈哈哈哈哈哈哈,1686.74200
不愧是莴苣妈妈啊,1167.15800
我都想吃了,1722.35000
.,203.94100
这个弔bgm是真的搞,2347.82900
院审，启动！,815.48400
I have aplan,667.79100
帮帮我，妈妈先生！,1645.48600
元素柱是吧,2051.11900
我要喝符玄同款仙人快乐茶（,929.73900
《萍姥姥冲击波》,42.30100
为什么不能是：你也玩原神,1945.27600
院审，启动！,819.17900
挽剑花,1105.36100
嘟嘟可通讯器不要了？嘟嘟可通讯器不要了？,1567.46400
管哥,177.19200
wu~,1857.82600
这flag立得飞起,1204.40900
短袖？,177.69500
